text,target,len,is_spam,text_clean
"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0,140,0,"['sea', 'lay', 'rock', 'rock', 'envelope', 'envelope', 'paper', 'paper', 'word']"
I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,0,144,0,"['tell', 'dr', 'apt', 'next', 'wek', 'think', 'gona', 'die', 'tell', 'check', 'nothing', 'woried', 'listen']"
You in your room? I need a few,0,30,0,"['rom', 'ned']"
I dont want to hear anything,0,28,0,"['dont', 'want', 'hear', 'anything']"
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,0,83,0,"['hey', 'leave', 'friday', 'wait', 'wil', 'ask', 'superior', 'tel']"
Ultimately tor motive tui achieve korli.,0,40,0,"['ultimately', 'tor', 'motive', 'tui', 'achieve', 'korli']"
From 5 to 2 only my work timing.,0,32,0,"['work', 'timing']"
‰Ы_ and don‰Ычt worry we‰Ычll have finished by march ‰Ы_ ish!,0,61,0,"['wory', 'l', 'finish', 'march', 'ish']"
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",0,116,0,"['house', 'water', 'dock', 'boat', 'roled', 'newscaster', 'dables', 'jaz', 'flute', 'behind', 'whel']"
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",1,160,1,"['congrats', 'mobile', 'g', 'videophones', 'r', 'cal', 'videochat', 'wid', 'ur', 'mate', 'play', 'java', 'game', 'dload', 'polyph', 'music', 'noline', 'rentl', 'bx', 'ip', 'p']"
Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,1,153,1,"['next', 'amazing', 'x', 'picsfre', 'video', 'wil', 'send', 'enjoy', 'one', 'vid', 'enough', 'day', 'text', 'back', 'keyword', 'picsfre', 'get', 'next', 'video']"
Now thats going to ruin your thesis!,0,36,0,"['thats', 'go', 'ruin', 'thesis']"
In sch but neva mind u eat 1st lor..,0,36,0,"['sch', 'neva', 'mind', 'u', 'eat', 'st', 'lor']"
Hey whats up? U sleeping all morning?,0,37,0,"['hey', 'whats', 'u', 'sleping', 'al', 'morning']"
Erm. I thought the contract ran out the4th of october.,0,54,0,"['erm', 'think', 'contract', 'run', 'th', 'october']"
I dunno until when... Lets go learn pilates...,0,46,0,"['duno', 'let', 'go', 'learn', 'pilate']"
U are subscribed to the best Mobile Content Service in the UK for еЈ3 per ten days until you send STOP to 83435. Helpline 08706091795.,1,134,1,"['u', 'subscribe', 'best', 'mobile', 'content', 'service', 'uk', 'per', 'ten', 'day', 'send', 'stop', 'helpline']"
Yup i'm elaborating on the safety aspects and some other issues..,0,65,0,"['yup', 'elaborate', 'safety', 'aspect', 'isues']"
"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs еЈ1.50 each",1,131,1,"['fre', 'tarot', 'text', 'find', 'love', 'life', 'try', 'fre', 'text', 'chance', 'fre', 'msg']"
"Goodmorning, today i am late for 1hr.",0,37,0,"['godmorning', 'today', 'late', 'hr']"
Hi happy birthday. Hi hi hi hi hi hi hi,0,39,0,"['hi', 'hapy', 'birthday', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi', 'hi']"
I will be outside office take all from there,0,44,0,"['wil', 'outside', 'ofice', 'take', 'al']"
If you don't respond imma assume you're still asleep and imma start calling n shit,0,82,0,"['respond', 'ima', 'asume', 'stil', 'aslep', 'ima', 'start', 'caling', 'n', 'shit']"
"Aight, see you in a bit",0,23,0,"['aight', 'se', 'bit']"
My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),0,155,0,"['superior', 'teling', 'friday', 'leave', 'al', 'department', 'except', 'wil', 'leave', 'way', 'cal', 'wahed', 'fathima', 'hr', 'conform']"
Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,1,153,1,"['join', 'uk', 'horny', 'dog', 'service', 'u', 'sex', 'nite', 'sign', 'folow', 'instruction', 'txt', 'entry', 'nyt', 'ec', 'lp', 'msg', 'p']"
Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,0,153,0,"['lol', 'take', 'member', 'say', 'aunt', 'flow', 'visit', 'month', 'cause', 'developed', 'ovarian', 'cyst', 'bc', 'way', 'shrink']"
Still work going on:)it is very small house.,0,44,0,"['stil', 'work', 'go', 'smal', 'house']"
"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",0,117,0,"['friend', 'get', 'say', 'uping', 'order', 'gram', 'get', 'lt', 'gt', 'get']"
Tmr timin still da same wat cos i got lesson until 6...,0,55,0,"['tmr', 'timin', 'stil', 'da', 'wat', 'co', 'get', 'leson']"
"That‰Ычs the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",0,126,0,"['thing', 'ape', 'u', 'fight', 'death', 'kep', 'something', 'minute', 'u', 'let', 'go', 'thats']"
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. еЈ1.50 SP:Tyrone,1,137,1,"['sunshine', 'quiz', 'wkly', 'q', 'win', 'top', 'sony', 'dvd', 'player', 'u', 'know', 'country', 'liverpol', 'play', 'mid', 'wek', 'txt', 'ansr', 'sp', 'tyrone']"
No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,0,109,0,"['gona', 'able', 'late', 'notice', 'l', 'home', 'weks', 'anyway', 'plan']"
"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",0,65,0,"['get', 'fujitsu', 'ibm', 'hp', 'toshiba', 'get', 'lot', 'model', 'say']"
Okie... Thanx...,0,16,0,"['okie', 'thanx']"
"Gosh that , what a pain. Spose I better come then.",0,50,0,"['gosh', 'pain', 'spose', 'beter', 'come']"
"As usual..iam fine, happy &amp; doing well..:)",0,46,0,"['usual', 'iam', 'fine', 'hapy', 'amp', 'wel']"
Okie,0,4,0,['okie']
So when you gonna get rimac access ,0,35,0,"['gona', 'get', 'rimac', 'ace']"
"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",0,99,0,"['im', 'arestaurant', 'eat', 'squid', 'wil', 'wana', 'dosomething', 'late']"
You call times job today ok umma and ask them to speed up,0,57,0,"['cal', 'time', 'job', 'today', 'ok', 'uma', 'ask', 'speed']"
"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",0,136,0,"['helo', 'u', 'cal', 'wen', 'u', 'finish', 'wrk', 'fancy', 'metin', 'wiv', 'u', 'al', 'tonite', 'ned', 'break', 'daboks', 'hrs', 'last', 'nite', 'today', 'wrk']"
R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,0,56,0,"['r', 'u', 'sam', 'p', 'eachother', 'meet', 'go', 'house']"
:-) yeah! Lol. Luckily i didn't have a starring role like you!,0,62,0,"['yeah', 'lol', 'luckily', 'star', 'role', 'like']"
Hello madam how are you ?,0,25,0,"['helo', 'madam']"
"Awesome, text me when you're restocked",0,38,0,"['awesome', 'text', 'restock']"
"As usual..iam fine, happy &amp; doing well..:)",0,46,0,"['usual', 'iam', 'fine', 'hapy', 'amp', 'wel']"
Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a еЈ250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopеЈ1.50/week,1,156,1,"['knock', 'knock', 'txt', 'whose', 'enter', 'r', 'wekly', 'draw', 'gift', 'voucher', 'store', 'yr', 'choice', 'c', 'w', 'tkls', 'com', 'age', 'stoptxtstop', 'wek']"
Yes. It's all innocent fun. O:-),0,32,0,"['yes', 'al', 'inocent', 'fun']"
Thanks for sending this mental ability question..,0,49,0,"['thanks', 'send', 'mental', 'ability', 'question']"
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",0,243,0,"['sir', 'hope', 'day', 'go', 'smothly', 'realy', 'hop', 'wont', 'bother', 'bils', 'setle', 'month', 'al', 'extra', 'cash', 'know', 'chalenging', 'time', 'also', 'let', 'know']"
2marrow only. Wed at  &lt;#&gt;  to 2 aha.,0,42,0,"['marow', 'wed', 'lt', 'gt', 'aha']"
I went to ur hon lab but no one is there.,0,41,0,"['go', 'ur', 'hon', 'lab', 'one']"
I cant pick the phone right now. Pls send a message,0,51,0,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'mesage']"
Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,0,81,0,"['hey', 'ple', 'night', 'excelent', 'location', 'wif', 'breakfast', 'hamper']"
<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,1,173,1,"['forward', 'hi', 'mailbox', 'mesaging', 'sm', 'alert', 'match', 'please', 'cal', 'back', 'retrieve', 'mesages', 'match', 'c', 'p', 'min']"
How come?,0,9,0,['come']
Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,0,136,0,"['lol', 'nah', 'bad', 'thanks', 'god', 'b', 'home', 'ben', 'quite', 'reality', 'check', 'hows', 'ur', 'day', 'ben', 'u', 'anything', 'website']"
Ok lor...,0,9,0,"['ok', 'lor']"
I'm coming home 4 dinner.,0,25,0,"['come', 'home', 'diner']"
S da..al r above  &lt;#&gt;,0,27,0,"['da', 'al', 'r', 'lt', 'gt']"
"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only еЈ1.50/wk.""",1,109,1,"['fre', 'ring', 'tone', 'text', 'polys', 'every', 'wek', 'get', 'new', 'tone', 'yr', 'wk']"
Unni thank you dear for the recharge..Rakhesh,0,45,0,"['uni', 'thank', 'dear', 'recharge', 'rakhesh']"
I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,0,115,0,"['know', 'lack', 'particular', 'dramastorm', 'detail', 'part', 'woried']"
Haha... They cant what... At the most tmr forfeit... haha so how?,0,65,0,"['haha', 'cant', 'tmr', 'forfeit', 'haha']"
"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",0,139,0,"['hey', 'glad', 'u', 'r', 'beter', 'hear', 'u', 'treat', 'urself', 'digi', 'cam', 'god', 'r', 'pm', 'fab', 'new', 'year', 'c', 'u', 'coupla', 'wks']"
No way I'm going back there!,0,28,0,"['way', 'go', 'back']"
"URGENT! Your mobile No 077xxx WON a еЈ2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",1,154,1,"['urgent', 'mobile', 'x', 'bonus', 'caler', 'prize', 'nd', 'atempt', 'reach', 'cal', 'asap', 'box', 'n', 'qp', 'pm']"
I WILL CAL YOU SIR. In meeting,0,30,0,"['wil', 'cal', 'sir', 'meting']"
"That's what I love to hear :V see you sundayish, then",0,53,0,"['love', 'hear', 'v', 'se', 'sundayish']"
"Sorry da thangam, very very sorry i am held up with prasad.",0,59,0,"['sory', 'da', 'thangam', 'sory', 'hold', 'prasad']"
Tiwary to rcb.battle between bang and kochi.,0,44,0,"['tiwary', 'rcb', 'batle', 'betwen', 'bang', 'kochi']"
Thank god they are in bed!,0,26,0,"['thank', 'god', 'bed']"
No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,0,85,0,"['cancer', 'mom', 'make', 'big', 'deal', 'regular', 'checkup', 'aka', 'pap', 'smear']"
Am in gobi arts college,0,23,0,"['gobi', 'art', 'colege']"
Why she wants to talk to me,0,27,0,"['want', 'talk']"
Pandy joined 4w technologies today.he got job..,0,47,0,"['pandy', 'join', 'w', 'technology', 'today', 'get', 'job']"
"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a еЈ500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",1,147,1,"['guaranted', 'late', 'nokia', 'phone', 'gb', 'ipod', 'mp', 'player', 'prize', 'txt', 'word', 'colect', 'ibhltd', 'ldnw', 'h', 'p', 'mtmsgrcvd']"
"They can try! They can get lost, in fact. Tee hee",0,49,0,"['try', 'get', 'lose', 'fact', 'te']"
Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,0,126,0,"['hi', 'speak', 'manesha', 'v', 'like', 'know', 'satisfied', 'experience', 'reply', 'tol', 'fre', 'yes']"
My friends use to call the same.,0,32,0,"['friend', 'use', 'cal']"
"Sorry, I'll call later",0,22,0,"['sory', 'l', 'cal', 'later']"
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",0,107,0,"['em', 'olowoyey', 'usc', 'edu', 'great', 'time', 'argentina', 'sad', 'secretary', 'everything', 'blesing']"
"It,,s a taxt massage....tie-pos argh ok! Lool!",0,46,0,"['taxt', 'masage', 'tie', 'po', 'argh', 'ok', 'lol']"
"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",0,96,0,"['hi', 'please', 'get', 'lt', 'gt', 'dolar', 'loan', 'l', 'pay', 'back', 'mid', 'february', 'pls']"
"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",0,157,0,"['might', 'want', 'pul', 'case', 'plan', 'spend', 'much', 'confidence', 'derek', 'taylor', 'money', 'management']"
Do you like shaking your booty on the dance floor?,0,50,0,"['like', 'shake', 'boty', 'dance', 'flor']"
"Text me when you get off, don't call, my phones having problems",0,63,0,"['text', 'get', 'cal', 'phone', 'problem']"
No need for the drug anymore.,0,29,0,"['ned', 'drug', 'anymore']"
Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,0,87,0,"['sory', 'da', 'think', 'caling', 'lot', 'time', 'lil', 'busy', 'wil', 'cal', 'non']"
Its sarcasm.. .nt scarcasim,0,27,0,"['sarcasm', 'nt', 'scarcasim']"
Great! I have to run now so ttyl!,0,33,0,"['great', 'run', 'tyl']"
Feel like trying kadeem again? :V,0,33,0,"['fel', 'like', 'try', 'kadem', 'v']"
Dai  &lt;#&gt;  naal eruku.,0,27,0,"['dai', 'lt', 'gt', 'nal', 'eruku']"
Not yet chikku..wat abt u?,0,26,0,"['yet', 'chiku', 'wat', 'abt', 'u']"
Ok...,0,5,0,['ok']
Want to finally have lunch today?,0,33,0,"['want', 'finaly', 'lunch', 'today']"
Do you know when dad will be back?,0,34,0,"['know', 'dad', 'wil', 'back']"
"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",1,130,1,"['helo', 'darling', 'today', 'would', 'love', 'chat', 'dont', 'tel', 'lok', 'like', 'sexy']"
8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,1,165,1,"['fre', 'st', 'wek', 'nokia', 'tone', 'ur', 'mob', 'every', 'wek', 'txt', 'nokia', 'get', 'txting', 'tel', 'ur', 'mate', 'w', 'getzed', 'co', 'uk', 'pobox', 'w', 'wq', 'norm', 'p', 'tone']"
He remains a bro amongst bros,0,29,0,"['remains', 'bro', 'amongst', 'bros']"
R u meeting da ge at nite tmr?,0,30,0,"['r', 'u', 'meting', 'da', 'ge', 'nite', 'tmr']"
"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",0,140,0,"['nice', 'day', 'impresively', 'sensible', 'go', 'home', 'early', 'fel', 'fine', 'boring', 'remember']"
Why de. You looking good only:-)..,0,34,0,"['de', 'loking', 'god']"
Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp еЈ1.50/msg,1,163,1,"['wana', 'get', 'lay', 'nite', 'want', 'real', 'doging', 'location', 'send', 'direct', 'ur', 'mobile', 'join', 'uk', 'large', 'dog', 'network', 'txt', 'park', 'nyt', 'ec', 'lp', 'msg']"
we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,1,130,1,"['try', 'contact', 'response', 'ofer', 'new', 'nokia', 'fone', 'camcorder', 'hit', 'reply', 'cal', 'delivery']"
Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,0,117,0,"['yes', 'replied', 'mail', 'go', 'management', 'ofice', 'later', 'plus', 'wil', 'bank', 'later', 'also', 'wednesday']"
"That's cool, I'll come by like  &lt;#&gt; ish",0,45,0,"['col', 'l', 'come', 'like', 'lt', 'gt', 'ish']"
Super msg da:)nalla timing.,0,27,0,"['super', 'msg', 'da', 'nala', 'timing']"
"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",0,153,0,"['god', 'afternon', 'boytoy', 'feling', 'today', 'beter', 'hope', 'god', 'boy', 'obedient', 'slave', 'please', 'quen']"
I am 6 ft. We will be a good combination!,0,41,0,"['ft', 'wil', 'god', 'combination']"
I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,0,136,0,"['sick', 'nedy', 'want', 'pout', 'stomp', 'fet', 'pout', 'stomp', 'fet', 'want', 'slave', 'want']"
* Am on a train back from northampton so i'm afraid not!,0,56,0,"['train', 'back', 'northampton', 'afraid']"
Where in abj are you serving. Are you staying with dad or alone.,0,64,0,"['abj', 'serve', 'stay', 'dad', 'alone']"
Was playng 9 doors game and gt racing on phone lol,0,50,0,"['playng', 'dors', 'game', 'gt', 'race', 'phone', 'lol']"
